addr1,addr2,date_time,fax,latitude,longitude,name,pid,region_big,region_small,tel,type,use_yn,zipcd
경기도 고양시,덕양구 토당로 67번길 2 (토당동),2025-12-01 00:00:00,031-979-2117,37.6216,126.8185,새찬요양병원,967,시,경기,031-979-2119,요양병원,Y,10509
경기도 양평군,"양평읍 양근로 188, 3~5층",2025-12-01 00:00:00,031-771-6717,37.4897,127.4901,양평루트치과의원,968,군,경기,031-775-2875,의원,Y,12555
강원도 원주시,"중앙로 86, 4층 (중앙동, 세븐스타빌딩)",2025-12-01 00:00:00,033-733-7583,37.3489,127.9517,연세민내과의원,969,시,강원,033-733-7582,의원,Y,26428
강원도 원주시,"봉화로 31, 2층 (단계동)",2025-12-01 00:00:00,033-734-2874,37.3473,127.9283,원주치과의원,970,시,강원,033-734-2875,의원,Y,26437
강원도 양양군,"양양읍 양양로 15, 2층",2025-12-01 00:00:00,070-7500-3709,38.078,128.6266,서울원치과의원,971,군,강원,033-850-8228,의원,Y,25031
강원도 동해시,"중앙로 229, 2층 (천곡동)",2025-12-01 00:00:00,033-532-4601,37.5211,129.1143,이연수내과의원,972,시,강원,033-532-4600,의원,Y,25768
강원도 동해시,"청운1길 51, 2층 (쇄운동)",2025-12-01 00:00:00,033-535-4516,37.4863,129.1089,이이비인후과의원,973,시,강원,033-535-1616,의원,Y,25808
인천시 남동구,"논고개로 87, 401~407호 (논현동, 논현메디스타워)",2025-12-01 00:00:00,032-424-2994,37.399,126.7253,논현새로운내과의원,974,시,인천,032-424-3334,의원,Y,21679
인천시 남동구,"주안로 231, 4층(간석동)",2025-12-01 00:00:00,032-433-0758,37.4643,126.7039,삼성성심의원,975,시,인천,032-433-0757,의원,Y,21550
인천시 서구,"이음1로 377, 5층 (원당동, 검단 눈담봄 101)",2025-12-01 00:00:00,070-4009-2765,37.5944,126.7171,인천퍼스트안과,976,시,인천,032-562-3888,의원,Y,22865
인천시 계양구,"장제로 808, 201호 (계산동)",2025-12-01 00:00:00,050-4345-0090,37.5398,126.735,일등치과의원,977,시,인천,032-555-2822,의원,Y,21060
인천시 미추홀구,"석정로 391, 3층 (주안동)",2025-12-01 00:00:00,032-710-0878,37.4672,126.679,주안속튼튼내과의원,978,시,인천,032-710-0877,의원,Y,22126
서울시 서대문구,"통일로 135, 충정빌딩 2층 1호 (냉천동)",2025-12-01 00:00:00,02-6351-7980,37.5664,126.9655,경희궁삼성마취통증의학과의원,979,시,서울,02-6351-7979,의원,Y,03735
서울시 양천구,"목동로 203, 4층 401호 (신정동)",2025-12-01 00:00:00,02-2696-2696,37.5268,126.8639,목동서울청내과의원,980,시,서울,02-2607-2607,의원,Y,07938
서울시 관악구,"시흥대로 576, 4층 (신림동)",2025-12-01 00:00:00,02-9281-7525,37.484,126.9031,데오플란트치과의원,981,시,서울,02-3281-7528,의원,Y,08700
서울시 서초구,"서초대로 2, 이수파이브 5층 (방배동)",2025-12-01 00:00:00,02-525-7991,37.4851,126.9827,메가비뇨의학과의원(이수),982,시,서울,02-525-7979,의원,Y,06675
서울시 관악구,"호암로 605, 1~3층 (신림동)",2025-12-01 00:00:00,02-876-7576,37.4714,126.9336,백세튼튼정형외과의원,983,시,서울,02-876-7575,의원,Y,08846
서울시 강남구,"선릉로90길 10,  제BB 202호 (대치동)",2025-12-01 00:00:00,02-2274-1165,37.5039,127.0501,서울나무치과의원,984,시,서울,02-2274-1175,의원,Y,06192
서울시 서초구,방배천로2길 22 (방배동),2025-12-01 00:00:00,02-588-7576,37.4767,126.984,서초프라임요양병원,985,시,서울,02-588-7575,요양병원,Y,06693
서울시 노원구,"동일로 1363, 4층 (상계동, 명지프라자빌딩)",2025-12-01 00:00:00,02-934-7557,37.6504,127.0613,달라스치과의원,986,시,서울,02-931-5165,의원,Y,01763
서울시 종로구,"지봉로 29, 401호 (창신동)",2025-12-01 00:00:00,02-762-4050,37.5725,127.0153,사과나무치과의원,987,시,서울,02-762-4080,의원,Y,03121
서울시 도봉구,"마들로13길 61, 5층 501-1,501-6~8호 (창동)",2025-12-01 00:00:00,02-6077-8890,37.6578,127.0465,아프로치과의원,988,시,서울,02-6431-2875,의원,Y,01413
경기도 이천시,호법면 덕평로 224,2025-12-01 00:00:00,031-638-8844,37.1873,127.3779,양지요양병원,989,시,경기,031-637-8844,요양병원,Y,17396
경기도 이천시,"이섭대천로 1212, 2층 (창전동, 서울메디칼빌딩)",2025-12-01 00:00:00,031-633-6087,37.2784,127.4472,조안과의원,990,시,경기,031-633-8554,의원,Y,17370
충북 음성군,감곡면 장감로 125번길6,2025-12-10 00:00:00,043-881-6995,37.1191,127.6363,새한정형외과의원,991,군,충북,043-882-4555,의원,Y,27603
전남 나주시,문화로 194,2026-01-01 00:00:00,061-335-2301,35.016,126.784,최선정형외과의원,992,시,전남,061-335-2300,의원,Y,58325
경북 포항시,북구 새천년대로 713,2025-12-19 00:00:00,054-231-7855,36.0369,129.3591,다솜의원,993,시,경북,054-232-7855,의원,Y,37686
경북 구미시,구미대로 409,2025-12-19 00:00:00,054-462-2879,36.1232,128.3623,강민연합치과의원,994,시,경북,054-463-2828,의원,Y,39236
충북 제천시,용두천로 333,2025-12-22 00:00:00,043-653-7700,37.1547,128.2176,솔트의료재단 예성요양병원,995,시,충북,043-653-7700,요양병원,Y,27147
경남 양산시,"서창로 170-1, 2층 202호(삼호동, 메디칼센터)",2026-01-01 00:00:00,055-364-8827,35.4148,129.1714,이재호내과의원,996,시,경남,055-364-8807,의원,Y,50527
경기도 부천시,"원미구 길주로 235, 6층(중동)",2026-01-01 00:00:00,032-326-2119,37.5044,126.7685,허균흉부외과의원,997,시,경기,032-323-2119,의원,Y,14538
경남 김해시,"인제로 163, 3층",2026-01-19 00:00:00,055-321-0591,35.2431,128.9037,동김해내과의원,998,시,경남,055-336-2920,의원,Y,50836
제주도 제주시,연북로 449 2층,2026-01-19 00:00:00,064-727-2702,33.4915,126.5374,연세제일안과의원,999,시,제주,064-727-2700,의원,Y,63231
경남 창원시,진해구 충장로 128,2026-01-19 00:00:00,055-545-9103,35.1519,128.6659,밝은힐링안과의원,1000,시,경남,055-545-9100,의원,Y,51680
경북 영덕군,"영덕읍 덕곡길, 2층",2026-02-01 00:00:00,054-733-2875,36.4107977218392,129.369208448183,송치과의원,1001,군,경북,054-733-2875,의원,Y,36433
대구시 달서구,달구벌대로 1814,2026-02-01 00:00:00,053-625-3234,35.8594370896226,128.563432879505,경일신경과내과의원,1002,구,대구,053-652-2525,의원,Y,42660
충북 충주시,봉계1길 56(칠금동),2026-02-01 00:00:00,050-4088-0325,36.9812998532688,127.915781063966,다솜연합치과의원,1003,시,충북,043-848-7528,의원,Y,271-361
경기도 평택시,"통복시장2로 39번길 17, 1층",2026-02-01 00:00:00,031-656-1471,36.9967322730464,127.087253465408,더청담마취통증의학과의원,1004,시,경기,031-656-1470,의원,Y,17894
경기도 수원시,"권선구 금호로 226, 3층",2026-02-01 00:00:00,031-294-5401,37.2751588348255,126.974895337457,아산탑내과의원,1005,시,경기,031-294-5400,의원,Y,16604
경기도 안양시,"만안구 안양로 307, 7층 8층",2026-02-01 00:00:00,031-360-7541,37.3992584093193,126.920560951136,밝음나눔안과의원(안양),1006,시,경기,031-360-7542,의원,Y,14001
강원도 춘천시,금강로72,2026-02-01 00:00:00,033-243-0379,37.878983804,127.729020822,연세조안과의원,1007,시,강원,033-243-0309,의원,Y,06120
강원도 춘천시,춘천로 527-34,2026-02-01 00:00:00,033-260-7400,37.898163269,127.764313434,춘천요양병원,1008,시,강원,033-260-7114,요양병원,Y,24210
충북 증평군,"증평읍 중앙로 184-1,2,3층",2026-02-23 00:00:00,043-838-8100,36.7827,127.58,서울튼튼재활의학과의원,1009,군,충북,043-838-2600,의원,Y,27937
경남 김해시,"김해대로 2342, 4층",2026-03-03 00:00:00,070-7545-7766,35.2251,128.8833,인플란트치과의원,1010,시,경남,055-337-2833,의원,Y,50940
경남 양산시,양산역6길 21,2026-03-03 00:00:00,055-785-2871,35.3373,129.0282,서울에스원치과의원,1011,시,경남,055-785-2872,의원,Y,50629
부산시 진구,"서면문화로 10, 15층",2026-03-03 00:00:00,051-711-6644,35.1588,129.0576,서면좋은사람안과의원,1012,시,부산,051-711-6600,의원,Y,47256
제주도 제주시,동광로 96,2026-04-01 00:00:00,064-747-1409,33.5052,126.5383,제주복지요양병원,1013,시,제주,064-800-0103,요양병원,Y,63214
경기도 성남시,수정구 성남대로1226번길 5,2026-03-01 00:00:00,050-5723-7522,37.4394,127.1282,인생플란트치과의원,1014,시,경기,031-723-7522,의원,Y,13316
경기도 용인시,기흥구 죽전로 39,2026-03-01 00:00:00,031-263-4601,37.3207,127.1129,연세척마취통증의학과의원,1015,시,경기,031-263-4600,의원,Y,16898
경기도 용인시,"처인구 금령로 86, 3층",2026-03-01 00:00:00,031-337-1313,37.235,127.206,용인서울안과의원,1016,시,경기,031-333-1500,의원,Y,17051
경기도 가평군,조종면 현창로 28-5,2026-03-01 00:00:00,031-585-2827,37.8176,127.3494,신동미소치과의원,1017,군,경기,031-585-2826,의원,Y,12438
경기도 고양시,"일산동구 장백로 194, 7층",2026-03-01 00:00:00,031-906-9113,37.6521,126.7767,신석균사랑내과의원,1018,시,경기,031-906-9111,의원,Y,10414
전남 순천시,둑실1길 7,2026-03-01 00:00:00,061-571-6000,34.9562,127.4918,본치과의원,1019,시,전남,061-752-0100,의원,Y,57943
전남 목포시,연산백련로 4-6,2026-01-01 00:00:00,061-277-0076,34.8178,126.3933,우리치과의원,1020,시,전남,061-277-2874,의원,Y,58763
경기도 남양주시,퇴계원 퇴계원로 20,2026-04-01 00:00:00,031-575-0055,37.6487,127.1411,엘병원,1021,시,경기,1899-3377,병원,Y,12122
서울시 강남구,"영동대로 602, 303호",2026-04-01 00:00:00,02-545-7583,37.5149,127.0604,서울웰이비인후과의원(삼성점),1022,시,서울,02-545-7582,의원,Y,06083
경기도 안성시,공도읍 진전중길 9,2026-04-10 00:00:00,031-656-2101,36.9944,127.1423,허리편한병원,1023,시,경기,031-656-2110,병원,Y,17564
전남 무안군,무안읍 불무로 25,2026-05-01 00:00:00,061-452-1301,34.9868,126.4736,무안베스트통증의학과의원,1024,군,전남,061-452-1300,의원,Y,58529
제주도 제주시,"한림읍 한림중앙로 71, 2층",2026-05-11 00:00:00,064-900-1021,33.4087,126.2668,건강한한림연합내과의원,1025,시,제주,064-900-1017,의원,Y,63028
경북 포항시,흥해읍 새마을로 318-12,2026-06-16 00:00:00,054-261-5055,36.046,129.331,고려대련요양병원,1026,시,경북,054-241-1011,요양병원,Y,37653
경기도 고양시,일산동구 고양대로 760,2026-07-01 00:00:00,031-977-5842,37.6819,126.7800,일산복음병원,1027,시,경기,031-977-5000,병원,Y,10355
서울시 강남구,"영동대로 611, 6층",2026-07-01 00:00:00,02-538-7679,37.5148,127.0594,최형기성공의원,1028,시,서울,02-538-7675,의원,Y,06087
충남 논산시,해월로167번길 2,2026-07-01 00:00:00,041-734-5594,36.2054,127.0853,우리성모안과의원,1029,시,충남,041-734-5575,의원,Y,32968
대전시 중구,"계룡로 935, 1~4층",2026-07-01 00:00:00,070-8240-1010,36.3196,127.4165,일점영안과의원,1030,시,대전,042-345-1010,의원,Y,34946
대전시 동구,"산내로 1329, 2층",2026-07-01 00:00:00,050-4262-5528,36.2819,127.4670,한치과의원,1031,시,대전,042-285-2005,의원,Y,34704
경남 창녕군,"창녕읍 창녕대로 47, 2층",2026-07-06 00:00:00,055-715-2885,35.5400,128.4929,삼성플란트치과의원,1032,군,경남,055-715-2884,의원,Y,50324
경남 의령군 ,의령읍 의병로 22길 13-8,2026-07-06 00:00:00,055-573-4300,35.3189,128.2638,혜성의원,1033,군,경남,055-573-5500,의원,Y,52148
전남 광양시,공영로 77,2026-08-01 00:00:00,061-794-3510,34.9360,127.6977,박안과의원,1034,시,전남,061-794-2510,의원,Y,57788
전남 구례군,구례읍 로터리길 20,2026-08-01 00:00:00,061-782-4322,35.2088,127.4667,삼성치과의원,1035,군,전남,061-782-3222,의원,Y,57642
경남 함안군,"가야읍 남경길 32, 3층",2026-07-13 00:00:00,055-586-2870,35.2787,128.4096,연세미치과의원,1036,군,경남,055-586-2875,의원,Y,52040
경남 창원시,"진해구 냉천로 83, 201호",2026-07-13 00:00:00,055-543-3396,35.1531,128.7062,조은이비인후과,1037,군,경남,055-542-3378,의원,Y,51595
경남 양산시,"서일동로 39, 3층",2026-07-20 00:00:00,055-367-9118,35.3419,129.0372,밝은김안과의원,1038,시,경남,055-367-9116,의원,Y,50621
전북 전주시,완산구 용머리로 32,2026-08-01 00:00:00,063-905-1011,,,연세바른안과의원,1039,시,,063-905-1010,의원,Y,55080
전북 임실군,오수면 삼일로 11,2026-08-01 00:00:00,063-644-2829,35.5396,127.3270,송치과의원,1040,군,전북,063-644-2828,의원,Y,55951
충북 진천군,이월면 반지길 54-0,2026-07-20 00:00:00,043-537-1909,36.8851,127.4375,의료법인진천의료재단 진천효병원,1041,군,충북,070-5180-7797,요양병원,Y,27819
충북 영동군,"영동읍 중앙로 29, 신협 3층",2026-07-20 00:00:00,043-745-7583,36.1750,127.7768,상쾌한이비인후과의원,1042,군,충북,043-745-7582,의원,Y,29145
충북 보은군,"보은읍 보은로 108, 1,2층",2026-07-20 00:00:00,043-544-2876,36.4837,127.7181,서울일층치과의원,1043,군,충북,043-544-2875,의원,Y,28948
